followers_count,friends_count,account_created_at,created_at,full_text,truncated,source,in_reply_to_status_id,in_reply_to_user_id,in_reply_to_screen_name,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,tweet_id_hashed,clean_text,tokens,label_sentiment,label_confidence,label_cardiffnlp,label_conf_cardiffnlp
248310,506,2009-08-07 20:28:00,2022-12-11 01:20:00,"💥 ¡Enojo de #Messi enloqueció las redes!

🗣️ El 🔟 de #ARG causó furor en el internet con viral reacción.

Esto fue lo que sucedió ▶️ https://t.co/hY4Sw42cdx

#ElMundialLoEsTodo #MundialTelemundo #Qatar2022 https://t.co/OxivejCh8B",False,Twitter Media Studio,,,,False,2,5,False,False,es,9d7a0c7e78f8b100b8673892b21167b56a88403fcc49fca23dca0c871e1d5552,¡enojo de messi enloqueció las redes! el de arg causó furor en el internet con viral reacción. esto fue lo que sucedió elmundialloestodo mundialtelemundo qatar2022,"['enojo', 'de', 'messi', 'enloqueció', 'las', 'redes', 'el', 'de', 'arg', 'causó', 'furor', 'en', 'el', 'internet', 'con', 'viral', 'reacción', 'esto', 'fue', 'lo', 'que', 'sucedió', 'elmundialloestodo', 'mundialtelemundo', 'qatar2022']",negativo,0.523,negativo,0.647
0,26,2010-07-17 02:28:00,2022-12-11 00:42:00,"@AtaqueFutbolero Xq no me chupas bien la verga pelado botón , argentina está peliando contra la FIFA , los árbitros , los jugadores de todos los equipos xq nos tienen bronca , pero les va a cerrar la concha y va a levantar la copa del mundo con fuerza y fe 🙏",False,Twitter for Android,1.60163e+18,2398428283.0,AtaqueFutbolero,False,0,0,False,False,es,8c9f370f0cac970e01ce37565692faa7a8c2ad1fe377ee7e845bf776ccb380a9,"xq no me chupas bien la verga pelado botón , argentina está peliando contra la fifa , los árbitros , los jugadores de todos los equipos xq nos tienen bronca , pero les va a cerrar la concha y va a levantar la copa del mundo con fuerza y fe","['xq', 'no', 'me', 'chupas', 'bien', 'la', 'verga', 'pelado', 'botón', 'argentina', 'está', 'peliando', 'contra', 'la', 'fifa', 'los', 'árbitros', 'los', 'jugadores', 'de', 'todos', 'los', 'equipos', 'xq', 'nos', 'tienen', 'bronca', 'pero', 'les', 'va', 'a', 'cerrar', 'la', 'concha', 'y', 'va', 'a', 'levantar', 'la', 'copa', 'del', 'mundo', 'con', 'fuerza', 'y', 'fe']",negativo,0.941,negativo,0.923
1745,582,2021-09-01 16:26:00,2022-12-11 03:05:00,Hoy en la cena hablamos el 80% del tiempo de fulbo soy una fifa certificada ya https://t.co/2V83Rap6l2,False,Twitter for iPhone,,,,False,1,12,False,False,es,5880086a00cdc47113bc4b6489b9d13524372913361505aef0b03bcd2a2093b6,hoy en la cena hablamos el 80% del tiempo de fulbo soy una fifa certificada ya,"['hoy', 'en', 'la', 'cena', 'hablamos', 'el', '80%', 'del', 'tiempo', 'de', 'fulbo', 'soy', 'una', 'fifa', 'certificada', 'ya']",neutro,0.564,neutro,0.685
6,83,2022-10-12 23:23:00,2022-12-11 14:23:00,@ArchivoVAR No va a tener huevos suficientes la FIFA para suspenderlos,False,Twitter for Android,1.60159e+18,1.1385000000000001e+18,ArchivoVAR,False,0,0,False,False,es,f24f658855b53945abb815ff26d27046606f8d1ba5dff13ab82c4071e3000e18,no va a tener huevos suficientes la fifa para suspenderlos,"['no', 'va', 'a', 'tener', 'huevos', 'suficientes', 'la', 'fifa', 'para', 'suspenderlos']",negativo,0.962,negativo,0.917
9,44,2019-10-12 19:42:00,2022-12-11 04:16:00,Cual de esos me recomiendan? O alguno otro también @tutiofifa @El_PROFE_FIFA @Derlowen10 https://t.co/QvGEX7NxsI,False,Twitter for iPhone,,,,False,3,8,False,False,es,8a57845850eb46e78fd4ef26e59ac78665eadc3abbd0cf2f52490c09ebf4b70c,cual de esos me recomiendan? o alguno otro también,"['cual', 'de', 'esos', 'me', 'recomiendan', 'o', 'alguno', 'otro', 'también']",neutro,0.9,neutro,0.778
248309,506,2009-08-07 20:28:00,2022-12-11 13:31:00,"😳 ¡El futuro de @hazardeden10 podría ser la #MLS! 

⚽️ Si Eden deja el @realmadrid al termino de la temporada esta sería una opción viable.

✨ ¿Te gustaría verlo jugar de este lado? ¡Aquí los detalles! ➡️ https://t.co/98xCqZBkrk https://t.co/G7Jq8cPOug",False,Twitter Media Studio,,,,False,1,2,False,False,es,91792d69969dc0a7aa9c780278e8c57ea691edbf7b8114bcbab0ca53588c75a8,verguenza ¡el futuro de podría ser la mls! si eden deja el al termino de la temporada esta sería una opción viable. ¿te gustaría verlo jugar de este lado? ¡aquí los detalles!,"['verguenza', 'el', 'futuro', 'de', 'podría', 'ser', 'la', 'mls', 'si', 'eden', 'deja', 'el', 'al', 'termino', 'de', 'la', 'temporada', 'esta', 'sería', 'una', 'opción', 'viable', 'te', 'gustaría', 'verlo', 'jugar', 'de', 'este', 'lado', 'aquí', 'los', 'detalles']",positivo,0.509,negativo,0.947
7,98,2022-02-02 19:36:00,2022-12-11 14:52:00,"RT @VTVcanal8: #Qatar2022⚽| En #VTV tenemos un espacio deportivo 📺 en el que puedes disfrutar de los análisis, estadísticas y detalles de cada partido de la Copa Mundial de Fútbol de la FIFA Qatar 2022 ⚽

¡No te puedes perder nuestro espacio deportivo!

#11Dic https://t.co/wBgFH6s5VE",False,Twitter for Android,,,,False,108,0,False,False,es,002f6f221bcc6a182519942f712bc20c61434e574283688d50dacc2abf03debc,"rt : qatar2022 | en vtv tenemos un espacio deportivo en el que puedes disfrutar de los análisis, estadísticas y detalles de cada partido de la copa mundial de fútbol de la fifa qatar 2022 ¡no te puedes perder nuestro espacio deportivo! 11dic","['rt', 'qatar2022', '|', 'en', 'vtv', 'tenemos', 'un', 'espacio', 'deportivo', 'en', 'el', 'que', 'puedes', 'disfrutar', 'de', 'los', 'análisis', 'estadísticas', 'y', 'detalles', 'de', 'cada', 'partido', 'de', 'la', 'copa', 'mundial', 'de', 'fútbol', 'de', 'la', 'fifa', 'qatar', '2022', 'no', 'te', 'puedes', 'perder', 'nuestro', 'espacio', 'deportivo', '11dic']",positivo,0.598,neutro,0.584
1534,1056,2020-03-01 21:25:00,2022-12-11 14:31:00,"RT @Mario___RM: El camino de Argentina en el Mundial de Qatar: 

Australia en octavos, la peor Holanda de la historia en cuartos, Croacia en semifinales, no me extrañaría que la final sea contra Marruecos. 

La FIFA necesita tener la foto de Messi con el Mundial.",False,Twitter for Android,,,,False,595,0,False,False,es,b4226eddc15ce67fce80cd4c2f5efc7814d440af2da1fc9f93848bf6157acb89,"rt : el camino de argentina en el mundial de qatar: australia en octavos, la peor holanda de la historia en cuartos, croacia en semifinales, no me extrañaría que la final sea contra marruecos. la fifa necesita tener la foto de messi con el mundial.","['rt', 'el', 'camino', 'de', 'argentina', 'en', 'el', 'mundial', 'de', 'qatar', 'australia', 'en', 'octavos', 'la', 'peor', 'holanda', 'de', 'la', 'historia', 'en', 'cuartos', 'croacia', 'en', 'semifinales', 'no', 'me', 'extrañaría', 'que', 'la', 'final', 'sea', 'contra', 'marruecos', 'la', 'fifa', 'necesita', 'tener', 'la', 'foto', 'de', 'messi', 'con', 'el', 'mundial']",negativo,0.804,negativo,0.557
123,393,2013-05-30 17:19:00,2022-12-11 01:50:00,@DjMaRiiO Eso demuestra que solo para ganar con FIFA points no la cagas,False,Twitter for Android,1.60168e+18,202535200.0,DjMaRiiO,False,0,0,False,False,es,1b6743d9bb94d06e304601eea21c3d76f3ac558a8738036f14b7b512000bbbcf,eso demuestra que solo para ganar con fifa points no la cagas,"['eso', 'demuestra', 'que', 'solo', 'para', 'ganar', 'con', 'fifa', 'points', 'no', 'la', 'cagas']",negativo,0.689,negativo,0.51
171,260,2021-08-25 13:19:00,2022-12-11 01:39:00,"@Melvinpastoree Le están regalando el mundial la FIFA, igual que la copa de américa. Si no la gana, va a ver mundial el año que viene?",False,Twitter for Android,1.60163e+18,7.22409e+17,Melvinpastoree,False,0,4,False,False,es,ec8c2545ba9e10eeb1291fff9931cc85f102372f1231b7739991fdbd924cebc4,"le están regalando el mundial la fifa, igual que la copa de américa. si no la gana, va a ver mundial el año que viene?","['le', 'están', 'regalando', 'el', 'mundial', 'la', 'fifa', 'igual', 'que', 'la', 'copa', 'de', 'américa', 'si', 'no', 'la', 'gana', 'va', 'a', 'ver', 'mundial', 'el', 'año', 'que', 'viene']",negativo,0.849,negativo,0.576
45,264,2021-07-22 16:19:00,2022-12-11 02:22:00,"@AdrianMagnoli Se vienen sanciones de la Fifa, es así de sencillo #Qatar2022",False,Twitter for Android,1.6017100000000003e+18,312398841.0,AdrianMagnoli,False,0,0,False,False,es,4df4056a2cd0ae643650dcdfcfee0fc70b68eb23682d51ef664c50674cabb321,"se vienen sanciones de la fifa, es así de sencillo qatar2022","['se', 'vienen', 'sanciones', 'de', 'la', 'fifa', 'es', 'así', 'de', 'sencillo', 'qatar2022']",negativo,0.584,neutro,0.666
0,13,2022-12-10 22:48:00,2022-12-11 14:40:00,"@LuisOmarTapia aprendé a echar un centro y a no boquearle al mismísimo cr7 burro, invento del FIFA.

debe ser el partido mejor dirigido de Tello, sobre que te dan 8 minutos y jugas con 1 de más te quejas.",False,Twitter for Android,1.6016400000000003e+18,118085767.0,LuisOmarTapia,False,0,0,False,False,es,1352543b6bc55236113ee188ab5c095e14daf2c4dcda32e4717c9aa4ea0963c2,"aprendé a echar un centro y a no boquearle al mismísimo cr7 burro, invento del fifa. debe ser el partido mejor dirigido de tello, sobre que te dan 8 minutos y jugas con 1 de más te quejas.","['aprendé', 'a', 'echar', 'un', 'centro', 'y', 'a', 'no', 'boquearle', 'al', 'mismísimo', 'cr7', 'burro', 'invento', 'del', 'fifa', 'debe', 'ser', 'el', 'partido', 'mejor', 'dirigido', 'de', 'tello', 'sobre', 'que', 'te', 'dan', '8', 'minutos', 'y', 'jugas', 'con', '1', 'de', 'más', 'te', 'quejas']",negativo,0.842,negativo,0.82
21,134,2016-03-03 17:35:00,2022-12-11 13:47:00,"@trunksRM Pero que vas a hablar de fracasos colega, si lo único que haces es jugar al fifa.",False,Twitter for Android,1.60193e+18,2322924101.0,trunksRM,False,0,0,False,False,es,09ccf22b8a819793d4b2ff400a3f522411877704e19756c446c09ff3d11b3ca4,"pero que vas a hablar de fracasos colega, si lo único que haces es jugar al fifa.","['pero', 'que', 'vas', 'a', 'hablar', 'de', 'fracasos', 'colega', 'si', 'lo', 'único', 'que', 'haces', 'es', 'jugar', 'al', 'fifa']",negativo,0.944,negativo,0.683
13,13,2022-08-12 07:03:00,2022-12-11 04:12:00,el fifa 23 en 50% y ni asi me lo voy a comprar 😻,False,Twitter for Android,,,,False,0,0,False,False,es,0c016da30a3c16cfc76b32350bd2bca0e371faba59bc9eb1ba376f4618d9c117,el fifa 23 en 50% y ni asi me lo voy a comprar,"['el', 'fifa', '23', 'en', '50%', 'y', 'ni', 'asi', 'me', 'lo', 'voy', 'a', 'comprar']",negativo,0.84,negativo,0.636
1,22,2022-12-07 22:31:00,2022-12-11 14:38:00,Quién me mejora la cuenta del FIFA mobile o me agrega y jugamos?,False,Twitter for Android,,,,False,0,0,False,False,es,7ff658a5816628cca9cbfb0ee3a5c903630a81a7461c1ec650215ee14b7c869b,quién me mejora la cuenta del fifa mobile o me agrega y jugamos?,"['quién', 'me', 'mejora', 'la', 'cuenta', 'del', 'fifa', 'mobile', 'o', 'me', 'agrega', 'y', 'jugamos']",neutro,0.91,neutro,0.821
22,109,2015-05-17 03:34:00,2022-12-11 01:02:00,@2022_QatarWC Por qué no mostrás la guita que le pagaste al árbitro para perjudicar a Argentina FIFA..,False,Twitter for Android,1.60152e+18,1.57261e+18,2022_QatarWC,False,0,0,False,False,es,8cdb2af06e80ef84adb0b0349055720e50b3da1538dbeb5d72b696e1b62a5882,por qué no mostrás la guita que le pagaste al árbitro para perjudicar a argentina fifa..,"['por', 'qué', 'no', 'mostrás', 'la', 'guita', 'que', 'le', 'pagaste', 'al', 'árbitro', 'para', 'perjudicar', 'a', 'argentina', 'fifa']",negativo,0.936,negativo,0.913
729,789,2021-05-02 21:27:00,2022-12-11 03:27:00,"@EdgardoEseberri @LaScaloneta La fifa está haciendo todo lo respectivo por qué no pueden dejar a Messi,sin mundial y van a ser todo lo posible para que gane este mundial.",False,Twitter for Android,1.60142e+18,750395370.0,EdgardoEseberri,False,0,0,False,False,es,7eb111e8eda714ff6252e9b2ef927f336606ce484e48d0f1b67f8b1587d18c18,"la fifa está haciendo todo lo respectivo por qué no pueden dejar a messi,sin mundial y van a ser todo lo posible para que gane este mundial.","['la', 'fifa', 'está', 'haciendo', 'todo', 'lo', 'respectivo', 'por', 'qué', 'no', 'pueden', 'dejar', 'a', 'messi', 'sin', 'mundial', 'y', 'van', 'a', 'ser', 'todo', 'lo', 'posible', 'para', 'que', 'gane', 'este', 'mundial']",negativo,0.768,negativo,0.903
7,40,2022-05-04 22:17:00,2022-12-11 13:43:00,"@SManofSteelS @RMA_Tram @mbappeuxx @MadridXtra @marca No puedes tener 4 centrales titulares,No es el fifa",False,Twitter for Android,1.60193e+18,1.52817e+18,SManofSteelS,False,0,0,False,False,es,a56aa0a4bf7720c45d4441f40513a762533de0308c41713e044e8cff1ccb2848,"no puedes tener 4 centrales titulares,no es el fifa","['no', 'puedes', 'tener', '4', 'centrales', 'titulares', 'no', 'es', 'el', 'fifa']",negativo,0.845,negativo,0.778
202,291,2016-07-10 16:06:00,2022-12-11 03:30:00,"@Mateooo1899 @FiooOkk @NahumJoaco @Thiagoo_motta1 @Juakoooo ""Uruguay en la historia del fútbol es 100 veces mejor"" Cuando literalmente no son mejores en nada Mateo. Evidentemente te daban la mamadera diluida en cloro a vos. Ok, podríamos sumar 3 estrellas de títulos aceptados x FIFA, pero no damos tanta pena como los q festejan un lateral",False,Twitter for Android,1.6017800000000003e+18,1.54916e+18,Mateooo1899,False,0,1,False,False,es,f32e39a5ae6b8ded729fec3f56b0abf7ba1e5ecff2b098b4e386a5e788912cf6,"""uruguay en la historia del fútbol es 100 veces mejor"" cuando literalmente no son mejores en nada mateo. evidentemente te daban la mamadera diluida en cloro a vos. ok, podríamos sumar 3 estrellas de títulos aceptados x fifa, pero no damos tanta pena como los q festejan un lateral","['uruguay', 'en', 'la', 'historia', 'del', 'fútbol', 'es', '100', 'veces', 'mejor', 'cuando', 'literalmente', 'no', 'son', 'mejores', 'en', 'nada', 'mateo', 'evidentemente', 'te', 'daban', 'la', 'mamadera', 'diluida', 'en', 'cloro', 'a', 'vos', 'ok', 'podríamos', 'sumar', '3', 'estrellas', 'de', 'títulos', 'aceptados', 'x', 'fifa', 'pero', 'no', 'damos', 'tanta', 'pena', 'como', 'los', 'q', 'festejan', 'un', 'lateral']",negativo,0.834,negativo,0.833
161,276,2014-02-26 00:17:00,2022-12-11 02:46:00,@AlvaritoMorales La FIFA,False,Twitter for Android,1.60168e+18,29644515.0,AlvaritoMorales,False,0,0,False,False,es,2c5d34b7e995830651fd2ccedb215e62ec67055d4e19f3b382e405379f1082bf,la fifa,"['la', 'fifa']",neutro,0.553,neutro,0.492
36,259,2022-09-02 02:01:00,2022-12-11 14:42:00,El me enseño al muy bonito  que fútbol lo disfrutamos la pasión lo llevamos en la sangre jamás nos olvidamos  mí mano de dios  ahora todos somos Latinoamérica vamos argentina debemos atras rivales que somos a tu FIFA  déjanos difrutar el mundial @fifaworldcup_es https://t.co/NANMbX2CVu,False,Twitter for Android,,,,False,0,0,False,False,es,9a6ba23ebe0e76de2f1eac60ca45bf4f1c856c7cd69e79d999a5bb8bcfb77215,el me enseño al muy bonito que fútbol lo disfrutamos la pasión lo llevamos en la sangre jamás nos olvidamos mí mano de dios ahora todos somos latinoamérica vamos argentina debemos atras rivales que somos a tu fifa déjanos difrutar el mundial,"['el', 'me', 'enseño', 'al', 'muy', 'bonito', 'que', 'fútbol', 'lo', 'disfrutamos', 'la', 'pasión', 'lo', 'llevamos', 'en', 'la', 'sangre', 'jamás', 'nos', 'olvidamos', 'mí', 'mano', 'de', 'dios', 'ahora', 'todos', 'somos', 'latinoamérica', 'vamos', 'argentina', 'debemos', 'atras', 'rivales', 'que', 'somos', 'a', 'tu', 'fifa', 'déjanos', 'difrutar', 'el', 'mundial']",positivo,0.85,positivo,0.783
4085,391,2013-02-05 12:15:00,2022-12-11 03:04:00,"RT @GronEdson2: El presidente de la FIFA, para dársela al ganador🤔 https://t.co/gMgJpVIBot",False,Twitter for Android,,,,True,1,0,False,False,es,7bc946d29f0ae37b3ce2374a6fea65f8373948fdd38e3c781e161f0cedc53064,"rt : el presidente de la fifa, para dársela al ganador duda","['rt', 'el', 'presidente', 'de', 'la', 'fifa', 'para', 'dársela', 'al', 'ganador', 'duda']",neutro,0.701,neutro,0.827
301,88,2010-12-31 04:29:00,2022-12-11 01:48:00,"⚽️🏆 • FRANCIA 🇲🇫 elimina a INGLATERRA 🏴󠁧󠁢󠁥󠁮󠁧󠁿

FRANCIA pasa a la semifinal donde jugarán contra el ganador entre MARRUECOS 🇲🇦

#Fifa
#Fifa2022
#FifaWorldCup
#WorldCup
#WorldCup2022
#CopaMundialFifa
#Qatar2022
#FifaWorldCup2022 https://t.co/MXDD3oI1ap",False,Twitter for Android,,,,False,1,2,False,False,es,33c8055c4a9f075530aa38a6ea92afbc5a2c155dc95fc2d14c9f582199116a00,• francia elimina a inglaterra francia pasa a la semifinal donde jugarán contra el ganador entre marruecos fifa fifa2022 fifaworldcup worldcup worldcup2022 copamundialfifa qatar2022 fifaworldcup2022,"['francia', 'elimina', 'a', 'inglaterra', 'francia', 'pasa', 'a', 'la', 'semifinal', 'donde', 'jugarán', 'contra', 'el', 'ganador', 'entre', 'marruecos', 'fifa', 'fifa2022', 'fifaworldcup', 'worldcup', 'worldcup2022', 'copamundialfifa', 'qatar2022', 'fifaworldcup2022']",neutro,0.689,neutro,0.691
231,60,2012-01-25 20:56:00,2022-12-11 00:46:00,"@AngelicaLozanoC Porque, horas antes del inicio del mundial, el Presidente de la FIFA le pidió a los árbitros que añadieran todo el tiempo que se pierde.  O sea que siempre lo habían hecho mal.",False,Twitter for iPhone,1.60162e+18,37341338.0,AngelicaLozanoC,False,0,0,False,False,es,8cc032995fd57478d984b2ea948ec7048d101410178d8dd0b439580c316098d5,"porque, horas antes del inicio del mundial, el presidente de la fifa le pidió a los árbitros que añadieran todo el tiempo que se pierde. o sea que siempre lo habían hecho mal.","['porque', 'horas', 'antes', 'del', 'inicio', 'del', 'mundial', 'el', 'presidente', 'de', 'la', 'fifa', 'le', 'pidió', 'a', 'los', 'árbitros', 'que', 'añadieran', 'todo', 'el', 'tiempo', 'que', 'se', 'pierde', 'o', 'sea', 'que', 'siempre', 'lo', 'habían', 'hecho', 'mal']",negativo,0.92,negativo,0.883
2280,1865,2017-11-04 20:20:00,2022-12-11 13:34:00,@Pampa139 Desapruebo poner nenes (logicamente exitados) en una instancia donde el jugador necesita concentracion y no estar en un jardin de infantes. Me harta ese ánimo lavacaras de la FIFA. La proxima van a poner palomas blancas y los jugadores van a salir llenos de caca,False,Twitter Web App,1.6017800000000003e+18,288350901.0,Pampa139,False,0,0,False,False,es,ed361f73168113baaa043a154b8cb3e62e34f520491063e63900d753fb1a3019,desapruebo poner nenes (logicamente exitados) en una instancia donde el jugador necesita concentracion y no estar en un jardin de infantes. me harta ese ánimo lavacaras de la fifa. la proxima van a poner palomas blancas y los jugadores van a salir llenos de caca,"['desapruebo', 'poner', 'nenes', 'logicamente', 'exitados', 'en', 'una', 'instancia', 'donde', 'el', 'jugador', 'necesita', 'concentracion', 'y', 'no', 'estar', 'en', 'un', 'jardin', 'de', 'infantes', 'me', 'harta', 'ese', 'ánimo', 'lavacaras', 'de', 'la', 'fifa', 'la', 'proxima', 'van', 'a', 'poner', 'palomas', 'blancas', 'y', 'los', 'jugadores', 'van', 'a', 'salir', 'llenos', 'de', 'caca']",negativo,0.97,negativo,0.962
1313,1452,2016-05-20 18:55:00,2022-12-11 01:33:00,La fifa actuando de oficio con Argentina por la conducta del otro día 🤣 en el mundial más comprado de la historia en donde murieron cientos de obreros como en ningún otro. Contate otro FIFA https://t.co/S2zjHNh1jx,False,Twitter for iPhone,,,,False,0,0,False,False,es,613712cd1d42eebbba15d5a4d7037b7bee02a4936d9d83f5cc84893e286889b7,la fifa actuando de oficio con argentina por la conducta del otro día feliz en el mundial más comprado de la historia en donde murieron cientos de obreros como en ningún otro. contate otro fifa,"['la', 'fifa', 'actuando', 'de', 'oficio', 'con', 'argentina', 'por', 'la', 'conducta', 'del', 'otro', 'día', 'feliz', 'en', 'el', 'mundial', 'más', 'comprado', 'de', 'la', 'historia', 'en', 'donde', 'murieron', 'cientos', 'de', 'obreros', 'como', 'en', 'ningún', 'otro', 'contate', 'otro', 'fifa']",negativo,0.948,positivo,0.535
478,502,2014-03-22 19:03:00,2022-12-11 09:25:00,@1kfutbolclub @IkerCasillas Pues yo como futbolista no tengo salida.... Pero si como caster.... Actualmente llevo el equipo @FCVilaeSports en la plataforma PS4 del FIFA 23... Y me gustaría ser el caster de @1kfutbolclub,False,Twitter for Android,1.60124e+18,1.59098e+18,1kfutbolclub,False,0,0,False,False,es,82ddb13ffee32ad2c89394dc4bec30e5f1558b19c350e3f257f13ff75270ecf1,pues yo como futbolista no tengo salida.... pero si como caster.... actualmente llevo el equipo en la plataforma ps4 del fifa 23... y me gustaría ser el caster de,"['pues', 'yo', 'como', 'futbolista', 'no', 'tengo', 'salida', 'pero', 'si', 'como', 'caster', 'actualmente', 'llevo', 'el', 'equipo', 'en', 'la', 'plataforma', 'ps4', 'del', 'fifa', '23', 'y', 'me', 'gustaría', 'ser', 'el', 'caster', 'de']",neutro,0.807,neutro,0.709
74,291,2020-11-24 15:51:00,2022-12-11 14:48:00,@GlennImissyou @Tomlinsoncareta Definitivamente los europeos nos tienen una pica hace rato. La Fifa esta en Europa y no quieren q Sudamérica sea campeón que coraje ojalá este año se de Para Argentina Q es el unico representante de Sudamérica luego q nos amargó a Ecuador y nos relegaron con arbitros vendidos 🤬,False,Twitter for Android,1.60174e+18,1.43902e+18,GlennImissyou,False,0,0,False,False,es,85158e3701f314002ddb1c956c038255831e78a335af0d27148c8c020ec7ac3f,definitivamente los europeos nos tienen una pica hace rato. la fifa esta en europa y no quieren q sudamérica sea campeón que coraje ojalá este año se de para argentina q es el unico representante de sudamérica luego q nos amargó a ecuador y nos relegaron con arbitros vendidos enojado,"['definitivamente', 'los', 'europeos', 'nos', 'tienen', 'una', 'pica', 'hace', 'rato', 'la', 'fifa', 'esta', 'en', 'europa', 'y', 'no', 'quieren', 'q', 'sudamérica', 'sea', 'campeón', 'que', 'coraje', 'ojalá', 'este', 'año', 'se', 'de', 'para', 'argentina', 'q', 'es', 'el', 'unico', 'representante', 'de', 'sudamérica', 'luego', 'q', 'nos', 'amargó', 'a', 'ecuador', 'y', 'nos', 'relegaron', 'con', 'arbitros', 'vendidos', 'enojado']",negativo,0.982,negativo,0.94
40,255,2019-03-11 18:15:00,2022-12-11 01:02:00,"Inglaterra avanza a los playoffs del Mundial #catar #fifa #inglaterra #mundial #qatar2022 #WorldCup https://t.co/jUDEhUejy0
https://t.co/jUDEhUejy0",False,Patada-espanol-twitter,,,,False,0,0,False,False,es,ef179cbf39dc2d97d909ea7a2943e1e469eb4254abb26f63172d9130436a3be8,inglaterra avanza a los playoffs del mundial catar fifa inglaterra mundial qatar2022 worldcup,"['inglaterra', 'avanza', 'a', 'los', 'playoffs', 'del', 'mundial', 'catar', 'fifa', 'inglaterra', 'mundial', 'qatar2022', 'worldcup']",neutro,0.663,neutro,0.454
1043,1363,2017-09-12 12:46:00,2022-12-11 01:23:00,"Como 7 faltas cerca del área y todo un equipo sin poder hacer un gol...

Pero la culpa es del árbitro, la FIFA y muchas más personas, NUNCA DE LOS JUGADORES NI EL TÉCNICO.

Dejen de dar lástima. https://t.co/SP31aF94UF",False,Twitter for Android,,,,True,0,0,False,False,es,38a2f5e6a7e1b82998fe247773cc98544f9f2ec913496b32280af2c92470cac8,"como 7 faltas cerca del área y todo un equipo sin poder hacer un gol... pero la culpa es del árbitro, la fifa y muchas más personas, nunca de los jugadores ni el técnico. dejen de dar lástima.","['como', '7', 'faltas', 'cerca', 'del', 'área', 'y', 'todo', 'un', 'equipo', 'sin', 'poder', 'hacer', 'un', 'gol', 'pero', 'la', 'culpa', 'es', 'del', 'árbitro', 'la', 'fifa', 'y', 'muchas', 'más', 'personas', 'nunca', 'de', 'los', 'jugadores', 'ni', 'el', 'técnico', 'dejen', 'de', 'dar', 'lástima']",negativo,0.978,negativo,0.944
7,125,2013-10-25 22:03:00,2022-12-11 03:55:00,@RAMONRAYA23 Pinches argentinos de 💩ojala los eliminen la fifa x su comportamiento,False,Twitter for Android,1.60148e+18,55436610.0,RAMONRAYA23,False,0,0,False,False,es,f1b8c34a41c38ee40fd49582ca5975175936f609ac54f41f8db5f61e3d9e16ce,pinches argentinos de apestaojala los eliminen la fifa x su comportamiento,"['pinches', 'argentinos', 'de', 'apestaojala', 'los', 'eliminen', 'la', 'fifa', 'x', 'su', 'comportamiento']",negativo,0.96,negativo,0.952
258,317,2020-01-28 17:10:00,2022-12-11 03:24:00,"Me vuelvo fifa cada cuatro años, perdón",False,Twitter for Android,,,,False,0,0,False,False,es,625ef587f49f9fd66a491cc39cc50747695241610b108e884c78e8dedf20fc2e,"me vuelvo fifa cada cuatro años, perdón","['me', 'vuelvo', 'fifa', 'cada', 'cuatro', 'años', 'perdón']",negativo,0.772,negativo,0.878
344,817,2015-01-15 02:55:00,2022-12-11 07:15:00,"RT @AztecaDeportes: ¡EMOTIVA DESPEDIDA! ⚽️🇵🇹

Revisa el video con el que la FIFA agradece a Cristiano Ronaldo por su participación en mundiales

https://t.co/mmxnybVZZg",False,Twitter for Android,,,,False,7,0,False,False,es,283fd7fb5491e8544974a2ab419501026553567de685910fddd528ee0be28ec8,rt : ¡emotiva despedida! revisa el video con el que la fifa agradece a cristiano ronaldo por su participación en mundiales,"['rt', 'emotiva', 'despedida', 'revisa', 'el', 'video', 'con', 'el', 'que', 'la', 'fifa', 'agradece', 'a', 'cristiano', 'ronaldo', 'por', 'su', 'participación', 'en', 'mundiales']",positivo,0.567,positivo,0.35
100,188,2021-06-29 03:40:00,2022-12-11 07:12:00,mamita q golaso soy la bestia del fifa https://t.co/MpNDbHKfiP,False,Twitter Web App,,,,False,0,2,False,False,es,2bd59e7e898eb29d53d95a5c79dac7276aea5c8c551fb7df42117aae647ba7da,mamita q golaso soy la bestia del fifa,"['mamita', 'q', 'golaso', 'soy', 'la', 'bestia', 'del', 'fifa']",positivo,0.768,positivo,0.904
